net,length_um
_3165_,10.24µm
_3410_,10.24µm
net517,10.24µm
_0979_,10.22µm
_3206_,10.22µm
_3476_,10.22µm
_0856_,10.2µm
_3235_,10.2µm
_1729_,10.18µm
_3108_,10.18µm
_1415_,10.16µm
_1453_,10.16µm
_3059_,10.16µm
_3435_,10.16µm
_0727_,10.12µm
_0744_,10.12µm
_1282_,10.12µm
_1550_,10.12µm
_1925_,10.12µm
_2557_,10.12µm
_2669_,10.12µm
_3181_,10.12µm
_3284_,10.12µm
_3473_,10.12µm
_3480_,10.12µm
net643,10.12µm
net692,10.115µm
_1224_,10.08µm
_3334_,10.08µm
_2593_,10.06µm
_0224_,10.04µm
_1395_,10.04µm
_3049_,10.04µm
_3287_,10.04µm
net106,10.04µm
net186,10.04µm
net641,10.04µm
_3467_,10.025µm
_0811_,10.02µm
_3126_,10.02µm
_0818_,10.01µm
_0292_,10µm
_0918_,10µm
_0966_,10µm
_1241_,10µm
_1668_,10µm
_2315_,10µm
_2999_,10µm
A[20],9.99µm
net601,9.98µm
_0379_,9.96µm
_3129_,9.96µm
net772,9.96µm
_0332_,9.94µm
_0414_,9.94µm
_0872_,9.94µm
_2065_,9.94µm
_1120_,9.92µm
_2719_,9.92µm
_3193_,9.9µm
_2606_,9.895µm
_1090_,9.88µm
_1343_,9.88µm
_1503_,9.88µm
_3249_,9.88µm
net340,9.88µm
_2877_,9.86µm
_0838_,9.85µm
_1184_,9.84µm
_0507_,9.82µm
_1104_,9.82µm
_1190_,9.82µm
_1601_,9.82µm
_3088_,9.82µm
net171,9.82µm
_1760_,9.815µm
_2598_,9.8µm
_2894_,9.8µm
net693,9.8µm
_1367_,9.795µm
_0188_,9.79µm
_1745_,9.78µm
_2380_,9.78µm
net69,9.78µm
_3300_,9.74µm
_0088_,9.72µm
_2319_,9.72µm
_0280_,9.7µm
_0601_,9.7µm
_0983_,9.7µm
_1117_,9.7µm
_1161_,9.7µm
_1437_,9.7µm
_1837_,9.7µm
_2248_,9.7µm
_3070_,9.7µm
net375,9.7µm
net740,9.7µm
_0245_,9.68µm
_0137_,9.66µm
_0589_,9.66µm
_1650_,9.66µm
_2429_,9.66µm
_3297_,9.66µm
_0602_,9.62µm
_3061_,9.62µm
_0403_,9.58µm
_0444_,9.58µm
_0595_,9.58µm
_0831_,9.58µm
_1267_,9.58µm
_1931_,9.58µm
_2574_,9.58µm
_2848_,9.58µm
_2927_,9.58µm
_3439_,9.58µm
result[10],9.57µm
result[11],9.57µm
_1251_,9.56µm
_1311_,9.56µm
_2029_,9.56µm
_3009_,9.56µm
_3395_,9.54µm
B[25],9.53µm
_1793_,9.52µm
_1819_,9.52µm
_3082_,9.51µm
_0647_,9.5µm
_1063_,9.5µm
_1067_,9.5µm
_1599_,9.48µm
_2482_,9.48µm
_2910_,9.48µm
_3293_,9.48µm
_3457_,9.48µm
_1094_,9.46µm
_1873_,9.46µm
_3085_,9.46µm
_0458_,9.44µm
_0625_,9.44µm
_2513_,9.44µm
_2769_,9.44µm
net714,9.44µm
net438,9.42µm
_0655_,9.4µm
_0815_,9.4µm
net70,9.4µm
_0485_,9.38µm
_1213_,9.38µm
_0406_,9.36µm
_0787_,9.36µm
_0961_,9.36µm
_1055_,9.36µm
_1223_,9.36µm
_2246_,9.36µm
_2437_,9.36µm
_2502_,9.36µm
net753,9.36µm
_1205_,9.34µm
_1575_,9.34µm
_1627_,9.34µm
_0263_,9.32µm
_0371_,9.32µm
_0532_,9.32µm
_0978_,9.32µm
_1195_,9.32µm
_1321_,9.32µm
_1761_,9.32µm
_2241_,9.32µm
_2735_,9.32µm
_2761_,9.32µm
net787,9.32µm
_1105_,9.28µm
_0717_,9.26µm
_0908_,9.26µm
_1570_,9.26µm
_2228_,9.26µm
_0664_,9.24µm
_0704_,9.24µm
_0710_,9.24µm
_0731_,9.24µm
_1579_,9.24µm
net776,9.24µm
_1500_,9.22µm
_0642_,9.2µm
_0963_,9.2µm
_1335_,9.2µm
_1406_,9.2µm
_1681_,9.2µm
_1913_,9.2µm
_1989_,9.2µm
_2633_,9.2µm
A[22],9.19µm
_1881_,9.18µm
_2233_,9.18µm
_1734_,9.17µm
net108,9.17µm
_0160_,9.16µm
_1098_,9.16µm
_1860_,9.16µm
_2919_,9.16µm
_3412_,9.15µm
_2526_,9.14µm
_0029_,9.12µm
_0575_,9.12µm
_0855_,9.12µm
_2731_,9.12µm
_2953_,9.12µm
_2998_,9.12µm
_0213_,9.08µm
_0914_,9.08µm
_1109_,9.08µm
_2206_,9.08µm
_3092_,9.08µm
net435,9.08µm
net767,9.08µm
_0895_,9.06µm
_0061_,9.04µm
_0469_,9.04µm
_0473_,9.04µm
_1290_,9.04µm
_3364_,9.04µm
_1518_,9.035µm
_0022_,9.02µm
_0031_,9.02µm
_0032_,9.02µm
_0720_,9.02µm
_0835_,9.02µm
_1245_,9.02µm
_2052_,9.02µm
_2946_,9.02µm
_1620_,9µm
_2013_,9µm
_0415_,8.99µm
_0028_,8.98µm
_0119_,8.98µm
_0763_,8.98µm
_0889_,8.98µm
_2491_,8.98µm
_3130_,8.98µm
_3152_,8.98µm
net195,8.98µm
net762,8.98µm
_1569_,8.96µm
_2217_,8.96µm
_2363_,8.96µm
_0842_,8.94µm
_2498_,8.94µm
_2783_,8.94µm
net408,8.94µm
_0392_,8.93µm
_0502_,8.9µm
_0822_,8.9µm
_1123_,8.9µm
_1338_,8.9µm
_1843_,8.9µm
_3032_,8.9µm
_3407_,8.9µm
_3455_,8.9µm
A[8],8.89µm
result[19],8.89µm
_1934_,8.88µm
_0477_,8.86µm
_1275_,8.86µm
_2334_,8.86µm
_2863_,8.86µm
_3309_,8.86µm
net755,8.86µm
_2198_,8.84µm
_0044_,8.82µm
_0338_,8.82µm
_0759_,8.82µm
_1622_,8.82µm
_2030_,8.82µm
_3339_,8.82µm
_0632_,8.78µm
_0773_,8.78µm
_0974_,8.78µm
_1093_,8.78µm
_1403_,8.78µm
_2583_,8.78µm
_3270_,8.78µm
_0523_,8.77µm
_3177_,8.77µm
_3237_,8.76µm
net704,8.76µm
_2630_,8.75µm
_0857_,8.74µm
_1466_,8.74µm
_1720_,8.74µm
_2277_,8.74µm
_2309_,8.74µm
_0222_,8.72µm
_0048_,8.7µm
_0535_,8.7µm
_1002_,8.7µm
_2186_,8.7µm
net750,8.7µm
_0253_,8.68µm
_0318_,8.68µm
_1800_,8.68µm
_2333_,8.68µm
_0491_,8.66µm
_0667_,8.66µm
_1475_,8.66µm
_2306_,8.66µm
_2856_,8.66µm
_2942_,8.66µm
_3445_,8.66µm
net320,8.66µm
_3073_,8.64µm
A[11],8.63µm
_1512_,8.62µm
_2869_,8.62µm
_1222_,8.6µm
_1749_,8.6µm
_1794_,8.6µm
_2615_,8.6µm
_2639_,8.6µm
_0111_,8.58µm
_0476_,8.58µm
_1662_,8.58µm
_2908_,8.58µm
net727,8.58µm
_0313_,8.56µm
_0930_,8.56µm
_2137_,8.56µm
_2164_,8.56µm
_2726_,8.56µm
_2940_,8.56µm
_3377_,8.56µm
_0200_,8.555µm
_1134_,8.555µm
_2296_,8.54µm
_1492_,8.52µm
_3290_,8.52µm
A[21],8.51µm
_0007_,8.5µm
_0257_,8.5µm
_0400_,8.5µm
_1349_,8.5µm
_1708_,8.5µm
_2120_,8.5µm
_2796_,8.5µm
_1442_,8.48µm
_2516_,8.48µm
_2759_,8.48µm
_3075_,8.48µm
_3256_,8.48µm
net711,8.48µm
net782,8.48µm
_1056_,8.475µm
_0739_,8.46µm
_0800_,8.46µm
_1654_,8.46µm
_1701_,8.46µm
_2348_,8.46µm
_0738_,8.44µm
_0764_,8.44µm
_1076_,8.44µm
_1440_,8.44µm
_2481_,8.44µm
_2492_,8.44µm
_0102_,8.42µm
_0497_,8.42µm
_2826_,8.42µm
_0285_,8.4µm
_0590_,8.4µm
_0661_,8.4µm
_1263_,8.4µm
_1431_,8.4µm
_1910_,8.4µm
_2160_,8.4µm
_0475_,8.39µm
_0797_,8.38µm
_1096_,8.36µm
_2253_,8.36µm
_2289_,8.36µm
net779,8.36µm
_3142_,8.33µm
B[8],8.33µm
_0202_,8.32µm
_0937_,8.32µm
_1513_,8.32µm
_1758_,8.32µm
_2077_,8.32µm
_2250_,8.32µm
_2981_,8.32µm
_3197_,8.32µm
_0991_,8.3µm
_0637_,8.28µm
_1185_,8.28µm
_1214_,8.28µm
_2929_,8.28µm
_3068_,8.28µm
_3046_,8.27µm
_0446_,8.26µm
_1371_,8.255µm
_0099_,8.24µm
_0181_,8.24µm
_0798_,8.24µm
_1354_,8.24µm
_1507_,8.24µm
_1691_,8.24µm
_1791_,8.24µm
_3157_,8.24µm
_3434_,8.24µm
_1485_,8.22µm
_0513_,8.205µm
_0039_,8.2µm
_0386_,8.2µm
_1001_,8.2µm
_1112_,8.2µm
_1131_,8.2µm
_1157_,8.2µm
_1206_,8.2µm
_1649_,8.2µm
_1932_,8.2µm
_2939_,8.2µm
_3207_,8.2µm
_1421_,8.17µm
B[17],8.17µm
_2550_,8.16µm
_2823_,8.16µm
_2872_,8.16µm
_3116_,8.16µm
_3203_,8.14µm
_0927_,8.135µm
_0011_,8.12µm
_0161_,8.12µm
_0578_,8.12µm
_0751_,8.12µm
_1501_,8.12µm
_3228_,8.12µm
_3328_,8.12µm
_0538_,8.1µm
_1019_,8.1µm
_2114_,8.1µm
_2453_,8.1µm
_2835_,8.1µm
_3043_,8.1µm
_3162_,8.1µm
_3285_,8.1µm
_0014_,8.08µm
_1115_,8.08µm
_1393_,8.08µm
_1862_,8.08µm
_2016_,8.08µm
net21,8.06µm
_1175_,8.06µm
_1358_,8.06µm
_1658_,8.06µm
_2601_,8.06µm
_0196_,8.04µm
_0576_,8.04µm
_3158_,8.04µm
_2372_,8.02µm
_1730_,8.015µm
_0550_,8µm
_1150_,8µm
_1801_,8µm
_3385_,8µm
_1732_,7.995µm
B[7],7.99µm
_0106_,7.98µm
_0178_,7.98µm
_1036_,7.98µm
_1111_,7.98µm
_1283_,7.98µm
_1509_,7.98µm
_1636_,7.98µm
_1677_,7.98µm
_1964_,7.98µm
_2054_,7.98µm
_2578_,7.98µm
_2970_,7.98µm
_3139_,7.98µm
_3283_,7.98µm
_2902_,7.975µm
_0417_,7.96µm
_1464_,7.96µm
_3131_,7.96µm
_0634_,7.94µm
_1499_,7.94µm
_2295_,7.94µm
_3037_,7.94µm
_3164_,7.94µm
_0825_,7.9µm
_1053_,7.9µm
_1529_,7.9µm
_1692_,7.9µm
_3215_,7.9µm
_0989_,7.88µm
_3209_,7.88µm
A[7],7.87µm
_0561_,7.86µm
_0899_,7.86µm
_1340_,7.86µm
_1486_,7.86µm
_2534_,7.86µm
_3353_,7.86µm
_0480_,7.84µm
B[22],7.83µm
B[23],7.83µm
B[24],7.83µm
B[28],7.83µm
result[21],7.83µm
result[22],7.83µm
_0229_,7.82µm
_3275_,7.82µm
_0058_,7.815µm
_2617_,7.815µm
_0218_,7.78µm
net733,7.78µm
_3403_,7.76µm
_0001_,7.74µm
_1704_,7.74µm
_2880_,7.74µm
_3185_,7.74µm
_0848_,7.72µm
net630,7.72µm
_1955_,7.7µm
_0081_,7.66µm
_0345_,7.66µm
_1243_,7.66µm
_1402_,7.66µm
B[9],7.65µm
_0481_,7.64µm
_0536_,7.64µm
_0612_,7.64µm
_0635_,7.64µm
_0756_,7.64µm
_1508_,7.64µm
_2690_,7.64µm
_2903_,7.64µm
_0830_,7.635µm
_1702_,7.635µm
_1135_,7.62µm
_1768_,7.62µm
_0488_,7.6µm
_0665_,7.6µm
_0686_,7.6µm
_1778_,7.6µm
_2258_,7.6µm
net752,7.6µm
_2422_,7.58µm
_3361_,7.58µm
_1561_,7.56µm
_3252_,7.56µm
_0837_,7.55µm
_0552_,7.54µm
_1645_,7.54µm
_2393_,7.54µm
_3358_,7.54µm
B[6],7.53µm
result[12],7.53µm
_0056_,7.52µm
_0278_,7.52µm
_0564_,7.52µm
_1085_,7.52µm
_1173_,7.52µm
_1553_,7.52µm
_2035_,7.52µm
_2652_,7.52µm
_2711_,7.52µm
_2734_,7.52µm
_2994_,7.52µm
net658,7.5µm
result[24],7.49µm
_0214_,7.48µm
_1917_,7.48µm
_1930_,7.48µm
_2707_,7.48µm
_3201_,7.48µm
net619,7.48µm
net712,7.465µm
_0217_,7.44µm
_0455_,7.44µm
_1137_,7.44µm
_1587_,7.44µm
_1971_,7.44µm
_2752_,7.44µm
_2933_,7.44µm
_0017_,7.42µm
net749,7.42µm
_0709_,7.4µm
_0903_,7.4µm
_1362_,7.4µm
_1763_,7.4µm
_1870_,7.4µm
_2715_,7.4µm
_3052_,7.4µm
_3299_,7.4µm
_2905_,7.375µm
_1433_,7.33µm
_0925_,7.32µm
_1312_,7.32µm
A[9],7.31µm
_0246_,7.3µm
_0315_,7.3µm
_0373_,7.3µm
_2325_,7.3µm
_0054_,7.28µm
_0788_,7.28µm
_1468_,7.28µm
_1665_,7.28µm
_2876_,7.28µm
_2996_,7.28µm
_1235_,7.26µm
_0286_,7.24µm
_1419_,7.24µm
_2070_,7.24µm
_2377_,7.24µm
_2696_,7.24µm
_2793_,7.24µm
_3220_,7.22µm
_0015_,7.2µm
_0154_,7.2µm
_1364_,7.2µm
_2558_,7.2µm
_3379_,7.2µm
_0284_,7.18µm
_0294_,7.18µm
_0850_,7.18µm
_1470_,7.18µm
_1545_,7.18µm
_1638_,7.18µm
_2419_,7.18µm
A[18],7.15µm
_3135_,7.14µm
_1037_,7.125µm
_0207_,7.1µm
_0380_,7.1µm
_2674_,7.1µm
_3029_,7.1µm
_3031_,7.1µm
_3436_,7.08µm
_0565_,7.06µm
_0624_,7.06µm
_0650_,7.06µm
_0711_,7.06µm
_1047_,7.06µm
_1189_,7.06µm
_1201_,7.06µm
_1253_,7.06µm
_1342_,7.06µm
_1584_,7.06µm
_1631_,7.06µm
_2162_,7.06µm
_2665_,7.06µm
_3401_,7.06µm
_2904_,7.04µm
_0169_,7µm
_2928_,7µm
_1660_,6.985µm
_0992_,6.98µm
_1943_,6.98µm
_3161_,6.98µm
net777,6.98µm
net50,6.96µm
_1199_,6.96µm
_2622_,6.96µm
_0449_,6.94µm
_1145_,6.94µm
_1159_,6.94µm
_1304_,6.94µm
_1400_,6.94µm
_1502_,6.94µm
_2368_,6.94µm
_2647_,6.94µm
_2666_,6.94µm
_2762_,6.94µm
_3191_,6.94µm
_1915_,6.915µm
net793,6.88µm
_0627_,6.86µm
_1051_,6.86µm
_3463_,6.86µm
result[14],6.85µm
_0876_,6.84µm
_1611_,6.84µm
_1802_,6.84µm
_1027_,6.835µm
_0300_,6.82µm
_0725_,6.82µm
_2048_,6.82µm
_2134_,6.82µm
_2356_,6.82µm
_2997_,6.82µm
net696,6.82µm
_2353_,6.8µm
_2604_,6.8µm
_0436_,6.76µm
_1238_,6.76µm
_2878_,6.76µm
net756,6.76µm
_0451_,6.755µm
_0256_,6.74µm
_0360_,6.74µm
_0374_,6.74µm
_0412_,6.74µm
_1058_,6.74µm
_1583_,6.74µm
_3388_,6.74µm
_0424_,6.72µm
_0673_,6.72µm
_0776_,6.72µm
_0849_,6.72µm
_0982_,6.72µm
_1089_,6.72µm
_1091_,6.72µm
_1764_,6.72µm
_2335_,6.72µm
_3279_,6.72µm
_0072_,6.7µm
_2262_,6.7µm
_2898_,6.7µm
_2962_,6.69µm
_0351_,6.64µm
_1821_,6.64µm
_2591_,6.64µm
_2771_,6.64µm
_2995_,6.64µm
_3044_,6.64µm
_2555_,6.635µm
_0180_,6.62µm
_2529_,6.62µm
_0530_,6.6µm
_0735_,6.6µm
_0935_,6.6µm
_1155_,6.6µm
_1270_,6.6µm
_1397_,6.6µm
_1523_,6.6µm
_1548_,6.6µm
_1614_,6.6µm
_2618_,6.6µm
_2701_,6.6µm
_2897_,6.6µm
_2930_,6.6µm
_3246_,6.6µm
_0071_,6.58µm
_1216_,6.58µm
_1833_,6.58µm
_2695_,6.58µm
_3066_,6.58µm
_0519_,6.55µm
_0084_,6.52µm
_0096_,6.52µm
_0441_,6.52µm
_1560_,6.52µm
_1626_,6.52µm
_2189_,6.52µm
_2922_,6.52µm
_3033_,6.52µm
_3316_,6.52µm
_3331_,6.52µm
_1404_,6.5µm
_2281_,6.5µm
_2860_,6.5µm
_3217_,6.495µm
_0496_,6.48µm
_1274_,6.48µm
_1332_,6.48µm
_1439_,6.48µm
_1938_,6.48µm
_2188_,6.48µm
_2955_,6.48µm
_2992_,6.48µm
_3065_,6.48µm
_3314_,6.48µm
_3335_,6.48µm
_0928_,6.46µm
_1119_,6.4µm
_1556_,6.4µm
_1585_,6.4µm
_3003_,6.38µm
_0676_,6.36µm
_1203_,6.36µm
_2849_,6.36µm
_3175_,6.36µm
_3307_,6.36µm
_3418_,6.36µm
_1856_,6.355µm
_1759_,6.34µm
_0305_,6.32µm
_1815_,6.32µm
_2045_,6.32µm
_3105_,6.32µm
_2494_,6.3µm
net720,6.3µm
_3375_,6.29µm
_0107_,6.28µm
_0114_,6.28µm
_0149_,6.28µm
_0722_,6.28µm
_0740_,6.28µm
_1292_,6.28µm
_2350_,6.28µm
_2586_,6.28µm
_0148_,6.26µm
_0326_,6.26µm
_0762_,6.26µm
_1297_,6.26µm
_3192_,6.26µm
net726,6.26µm
_1324_,6.24µm
_1703_,6.205µm
_0427_,6.2µm
_2285_,6.2µm
_2592_,6.2µm
_0291_,6.18µm
_0611_,6.18µm
_1149_,6.18µm
_1337_,6.18µm
_2447_,6.18µm
_2794_,6.18µm
_0514_,6.16µm
_0846_,6.16µm
_0998_,6.16µm
_2343_,6.16µm
_1633_,6.155µm
_1259_,6.14µm
_1272_,6.14µm
_1809_,6.14µm
_2085_,6.14µm
_2256_,6.14µm
_2588_,6.14µm
_0259_,6.12µm
_2857_,6.08µm
_0585_,6.06µm
_0882_,6.06µm
_1546_,6.06µm
_2681_,6.06µm
_3039_,6.06µm
net715,6.06µm
_2428_,6.04µm
_3081_,6.025µm
_0189_,6.02µm
_0209_,6.02µm
_1515_,6.02µm
_1723_,6.02µm
_2123_,6.02µm
_2888_,6.02µm
_3173_,6.02µm
_3349_,6.02µm
_3469_,6.02µm
net785,6.02µm
_1345_,6.01µm
_2770_,5.98µm
_3041_,5.98µm
_0448_,5.96µm
_2107_,5.96µm
_0829_,5.94µm
_0865_,5.94µm
_1799_,5.94µm
_2260_,5.94µm
_2773_,5.94µm
_3229_,5.94µm
_3263_,5.94µm
_3289_,5.94µm
_0324_,5.92µm
_0730_,5.92µm
_0819_,5.92µm
_1921_,5.92µm
_0569_,5.9µm
_1156_,5.9µm
_1383_,5.9µm
_2906_,5.9µm
net169,5.895µm
_0150_,5.84µm
_0402_,5.84µm
_0767_,5.84µm
_2570_,5.84µm
_2751_,5.84µm
_3077_,5.84µm
net698,5.84µm
_0219_,5.82µm
_0820_,5.82µm
_1456_,5.82µm
_2678_,5.82µm
_3014_,5.82µm
_3042_,5.82µm
_3362_,5.82µm
_0943_,5.805µm
_0728_,5.8µm
_0736_,5.8µm
_1804_,5.8µm
_1832_,5.8µm
_2267_,5.8µm
_2680_,5.8µm
_2685_,5.8µm
_3028_,5.8µm
_3443_,5.8µm
net705,5.8µm
_0297_,5.78µm
_2293_,5.78µm
_3448_,5.78µm
_0733_,5.74µm
_1750_,5.74µm
net165,5.74µm
net739,5.74µm
_2727_,5.725µm
_0753_,5.72µm
_1268_,5.72µm
_1375_,5.72µm
_1482_,5.72µm
_1866_,5.72µm
_2282_,5.72µm
_2616_,5.72µm
_3167_,5.72µm
_3202_,5.72µm
net737,5.72µm
_0607_,5.7µm
_0267_,5.68µm
_0342_,5.68µm
_0383_,5.68µm
_0408_,5.68µm
_0506_,5.68µm
_0693_,5.68µm
_0969_,5.68µm
_1242_,5.68µm
_1564_,5.68µm
_1779_,5.68µm
_2503_,5.68µm
_2559_,5.68µm
_2589_,5.68µm
_2764_,5.68µm
_3047_,5.68µm
_3321_,5.68µm
_3478_,5.68µm
_0130_,5.61µm
_0422_,5.605µm
_0528_,5.6µm
_0875_,5.6µm
_0986_,5.6µm
_1087_,5.6µm
_1122_,5.6µm
_1673_,5.6µm
_1952_,5.6µm
_2058_,5.6µm
_2450_,5.6µm
_3137_,5.6µm
_3258_,5.6µm
net669,5.6µm
_3343_,5.58µm
net526,5.58µm
_0902_,5.56µm
_1074_,5.56µm
_1166_,5.56µm
_1220_,5.56µm
_1510_,5.56µm
_1751_,5.56µm
_1810_,5.56µm
_1907_,5.56µm
_2061_,5.56µm
_2195_,5.56µm
_2786_,5.56µm
_2800_,5.56µm
_2875_,5.56µm
_3091_,5.56µm
_3093_,5.56µm
net233,5.56µm
_2758_,5.52µm
_2412_,5.49µm
_0103_,5.48µm
_1178_,5.48µm
_1789_,5.48µm
_2094_,5.48µm
_2341_,5.48µm
_2360_,5.48µm
_2892_,5.48µm
_2993_,5.48µm
_3002_,5.48µm
_0020_,5.46µm
_0997_,5.46µm
_2423_,5.46µm
_2587_,5.46µm
_2989_,5.46µm
_3036_,5.46µm
_3315_,5.46µm
_1505_,5.44µm
_2227_,5.44µm
_0208_,5.4µm
_0757_,5.38µm
_2774_,5.38µm
net456,5.38µm
_0508_,5.36µm
_0623_,5.36µm
_0906_,5.36µm
_1000_,5.36µm
_1329_,5.36µm
_3394_,5.36µm
_3400_,5.36µm
_0059_,5.34µm
_0074_,5.34µm
_0547_,5.34µm
_0687_,5.34µm
_0926_,5.34µm
_1527_,5.34µm
_2018_,5.34µm
_2116_,5.34µm
_2456_,5.34µm
_2499_,5.34µm
_2656_,5.34µm
_2879_,5.34µm
_3025_,5.34µm
_3354_,5.34µm
_3430_,5.34µm
_1488_,5.29µm
_1378_,5.28µm
_2480_,5.28µm
_0115_,5.26µm
_0174_,5.26µm
_0376_,5.26µm
_1062_,5.26µm
_1352_,5.26µm
_1396_,5.26µm
_1713_,5.26µm
_2071_,5.26µm
_2205_,5.26µm
_2370_,5.26µm
_2947_,5.26µm
_3428_,5.255µm
_0121_,5.22µm
_0168_,5.22µm
_0674_,5.22µm
_1095_,5.22µm
_1148_,5.22µm
_1347_,5.22µm
_1549_,5.22µm
_1726_,5.22µm
_1781_,5.22µm
_1812_,5.22µm
_1823_,5.22µm
_2059_,5.22µm
_2417_,5.22µm
_2563_,5.22µm
_2664_,5.22µm
_2795_,5.22µm
_2984_,5.22µm
_1333_,5.16µm
_0098_,5.14µm
_0526_,5.14µm
_0555_,5.14µm
_0574_,5.14µm
_1344_,5.14µm
_2821_,5.14µm
_2979_,5.14µm
_3111_,5.14µm
_3127_,5.14µm
_3351_,5.14µm
net708,5.14µm
_2257_,5.12µm
_0223_,5.1µm
_0293_,5.1µm
_0487_,5.1µm
_0648_,5.1µm
_0884_,5.1µm
_1234_,5.1µm
_1388_,5.1µm
_1473_,5.1µm
_1771_,5.1µm
_1773_,5.1µm
_2364_,5.1µm
_2400_,5.1µm
_3038_,5.1µm
_3153_,5.1µm
_3459_,5.1µm
_2500_,5.06µm
_2739_,5.06µm
_0340_,5.02µm
_0732_,5.02µm
_1288_,5.02µm
_1339_,5.02µm
_1552_,5.02µm
_1867_,5.02µm
_2545_,5.02µm
_2916_,5.02µm
_2921_,5.02µm
_3224_,5.02µm
net107,5.02µm
_0348_,5µm
_0429_,5µm
_0932_,5µm
_1289_,5µm
_2462_,5µm
_2488_,5µm
_3261_,5µm
net539,5µm
_0151_,4.96µm
_0094_,4.94µm
_2391_,4.94µm
_0243_,4.92µm
_1484_,4.92µm
_2382_,4.92µm
_2573_,4.92µm
_2788_,4.92µm
_2803_,4.92µm
_0742_,4.9µm
_0977_,4.9µm
_1385_,4.9µm
_1541_,4.9µm
_2754_,4.9µm
_0220_,4.88µm
_0454_,4.88µm
_0557_,4.88µm
_0668_,4.88µm
_1471_,4.88µm
_1676_,4.88µm
_1682_,4.88µm
_1755_,4.88µm
_2288_,4.88µm
_2354_,4.88µm
_2465_,4.88µm
_2988_,4.88µm
_3186_,4.88µm
_0258_,4.82µm
_2069_,4.82µm
_3005_,4.82µm
_1102_,4.8µm
_1659_,4.8µm
_2266_,4.8µm
_2436_,4.8µm
_2452_,4.8µm
_2896_,4.8µm
_3449_,4.8µm
_2073_,4.79µm
_2693_,4.78µm
_0140_,4.76µm
_0568_,4.76µm
_0803_,4.76µm
_1207_,4.76µm
_1717_,4.76µm
_1737_,4.76µm
_2359_,4.76µm
_2413_,4.76µm
_2632_,4.76µm
_3076_,4.76µm
_3453_,4.76µm
net780,4.76µm
net690,4.76µm
net766,4.76µm
_2011_,4.7µm
_0003_,4.68µm
_0356_,4.68µm
_1164_,4.68µm
_1303_,4.68µm
_2328_,4.68µm
_2522_,4.68µm
net799,4.66µm
_1784_,4.58µm
_2472_,4.58µm
_1783_,4.56µm
_1904_,4.56µm
_2542_,4.56µm
_0980_,4.54µm
_2152_,4.54µm
_2279_,4.54µm
_2432_,4.54µm
_2716_,4.54µm
_3340_,4.54µm
_0185_,4.48µm
_0947_,4.48µm
_1255_,4.48µm
_1721_,4.48µm
_2057_,4.48µm
_2702_,4.48µm
net781,4.48µm
_0500_,4.46µm
_0934_,4.46µm
_1641_,4.46µm
_2087_,4.46µm
_2127_,4.46µm
_2489_,4.46µm
_2619_,4.46µm
_2684_,4.46µm
_3292_,4.46µm
_1032_,4.44µm
_1287_,4.44µm
_1946_,4.44µm
_2533_,4.44µm
_2636_,4.44µm
_3045_,4.425µm
_0234_,4.42µm
_0734_,4.42µm
_0814_,4.42µm
_1106_,4.42µm
_1279_,4.42µm
_1491_,4.42µm
_1714_,4.42µm
_1754_,4.42µm
_1818_,4.42µm
_1828_,4.42µm
_1887_,4.42µm
_1992_,4.42µm
_2891_,4.42µm
_2768_,4.36µm
_0659_,4.34µm
_1029_,4.34µm
_1624_,4.34µm
_1806_,4.34µm
_1864_,4.34µm
_2332_,4.34µm
_2402_,4.34µm
_2446_,4.34µm
_2505_,4.34µm
_2749_,4.34µm
net731,4.34µm
_2445_,4.32µm
_2305_,4.24µm
_0539_,4.22µm
_0860_,4.22µm
_1233_,4.22µm
_1526_,4.22µm
_1580_,4.22µm
_2119_,4.22µm
_2703_,4.22µm
_2799_,4.22µm
_2810_,4.22µm
_3011_,4.22µm
_1740_,4.2µm
_2349_,4.2µm
_0139_,4.14µm
_1401_,4.14µm
_2163_,4.14µm
_0254_,4.1µm
_0793_,4.1µm
_0853_,4.1µm
_1202_,4.1µm
_1571_,4.1µm
_2004_,4.1µm
_2099_,4.1µm
_2367_,4.1µm
_3118_,4.1µm
_3288_,4.08µm
_2746_,4.04µm
_1218_,4.03µm
_0636_,4.02µm
_0761_,4.02µm
_1547_,4.02µm
_1827_,4.02µm
_2554_,4.02µm
_2889_,4.02µm
_3221_,4.02µm
_3461_,4.02µm
net703,4.02µm
_2001_,4.005µm
_0023_,4µm
_0281_,4µm
_0781_,4µm
_0909_,4µm
_2467_,4µm
_2564_,4µm
_2776_,4µm
_3007_,4µm
_3281_,4µm
_3482_,4µm
net773,4µm
net792,4µm
_1264_,3.98µm
_3273_,3.98µm
_0230_,3.88µm
_0310_,3.88µm
_0754_,3.88µm
_0774_,3.88µm
_1082_,3.88µm
_1204_,3.88µm
_1698_,3.88µm
_1890_,3.88µm
_2431_,3.88µm
_2485_,3.88µm
_2580_,3.88µm
_2722_,3.88µm
_2985_,3.88µm
_3048_,3.88µm
_3078_,3.88µm
_2561_,3.77µm
_0086_,3.76µm
_0268_,3.76µm
_1039_,3.76µm
_1863_,3.76µm
_1878_,3.76µm
_2651_,3.76µm
_3067_,3.76µm
_3074_,3.76µm
_3079_,3.76µm
_0359_,3.68µm
_0844_,3.68µm
_1034_,3.68µm
_1727_,3.68µm
_2700_,3.68µm
_2487_,3.66µm
_2818_,3.66µm
